"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cambodia","KHM","2003","17.318",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cambodia","KHM","2001","10.556",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cambodia","KHM","2000","15.359",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2022","31.603",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2020","37.468",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2017","43.072",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2015","46.412",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2013","44.653",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2011","48.547",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2009","28.295",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2006","28.753",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2003","42.604",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Chile","CHL","2000","35.520",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2023","41.979",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2022","41.689",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2021","30.332",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2020","30.290",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2019","30.339",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2018","29.467",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2017","28.967",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2016","28.986",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2015","28.336",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2014","27.943",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2013","28.256",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2012","27.400",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2011","27.294",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2010","26.417",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2009","26.829",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2008","28.860",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2007","39.638",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2005","26.972",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2004","28.460",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2003","28.711",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Colombia","COL","2002","26.986",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Congo, Dem. Rep.","COD","2020","29.581",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Congo, Dem. Rep.","COD","2005","5.452",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2023","47.158",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2022","45.882",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2021","41.629",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2020","62.090",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2019","42.767",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2018","37.517",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2017","41.426",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2007","26.572",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2006","29.915",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2005","24.875",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2004","26.190",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2003","29.045",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2002","26.253",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Costa Rica","CRI","2001","25.239",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cote d'Ivoire","CIV","2017","22.165",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cote d'Ivoire","CIV","2016","22.156",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2022","23.719",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2021","29.833",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2020","29.129",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2019","24.268",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2018","26.095",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2017","27.880",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2016","29.502",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2015","26.118",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2014","24.365",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2013","23.871",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2012","25.768",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2011","23.572",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2010","27.426",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2009","37.204",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2008","32.103",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2007","22.720",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2006","27.471",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2005","28.214",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2004","17.511",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2003","28.261",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Croatia","HRV","2002","26.750",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2023","31.051",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2022","25.542",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2021","22.427",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2020","25.216",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2019","23.736",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2018","19.699",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2017","22.351",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2016","26.990",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2015","25.219",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2014","18.136",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2013","18.701",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2012","16.438",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2011","14.665",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2010","14.320",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2009","13.761",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2008","20.436",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2007","17.689",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2006","17.226",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2005","17.068",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2004","15.569",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2003","17.938",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2002","17.301",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2001","18.550",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Cyprus","CYP","2000","18.489",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2023","26.896",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2022","25.845",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2021","27.570",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2020","26.987",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2019","26.128",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2018","26.200",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2017","23.960",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2016","23.020",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2015","27.525",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2014","26.307",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2013","24.341",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2012","22.924",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2011","23.764",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2010","27.845",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2009","28.907",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2008","29.289",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2007","29.500",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2006","30.697",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2005","31.596",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2004","29.421",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2003","30.373",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2002","28.767",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2001","28.902",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Czechia","CZE","2000","27.834",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Denmark","DNK","2022","31.166",""
