"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2014","48.226","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2013","48.622","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2012","49.337","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2011","45.943","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2009","47.577","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2008","47.821","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2007","49.261","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2006","49.468","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2005","48.782","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2004","49.676","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2003","49.678","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (excluding high income)","LAC","2002","50.448","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2023","38.628","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2022","38.937","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2021","38.353","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2020","35.095","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2019","40.859","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2018","40.864","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2017","41.151","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2016","41.297","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2015","47.013","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2014","47.764","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2013","48.083","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2012","48.498","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2011","45.492","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2009","47.482","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2008","47.640","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2007","48.995","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2006","48.695","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2005","48.645","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2004","49.647","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2003","48.984","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Latin America & Caribbean (IDA & IBRD)","TLA","2002","50.408","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Lower middle income","LMC","2022","42.415","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Lower middle income","LMC","2021","34.987","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Lower middle income","LMC","2019","35.919","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Lower middle income","LMC","2018","27.109","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Lower middle income","LMC","2012","34.499","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Lower middle income","LMC","2010","36.280","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Middle East & North Africa (excluding high income)","MNA","2014","10.664","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Middle East & North Africa (excluding high income)","MNA","2012","10.160","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Middle East & North Africa (IDA & IBRD)","TMN","2014","10.698","Basic, female"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Middle East & North Africa (IDA & IBRD)","TMN","2012","10.188","Basic, female"
